Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
37,370,177976,1,0,Self_Employed,119172,36064,0,Graduated,82
28,401,740633,1,0,Self_Employed,182412,105120,0,Non-Graduated,33
39,395,186566,0,2,Self_Employed,44664,20925,1,Graduated,82
39,441,63153,1,2,Employed,24276,46143,0,Graduated,48
48,468,739435,0,2,Self_Employed,34670,130672,0,Graduated,94
20,311,48223,1,2,Employed,45749,110203,0,Graduated,59
77,474,48033,1,0,Employed,75117,83733,0,Non-Graduated,49
73,422,206875,0,2,Employed,113945,114000,1,Non-Graduated,59
34,399,910642,0,1,Self_Employed,85792,62180,0,Non-Graduated,68
94,392,154975,1,2,Self_Employed,58173,188653,0,Non-Graduated,80
46,377,557726,1,2,Employed,23947,37614,0,Graduated,65
52,419,612034,1,0,Self_Employed,172140,129477,0,Graduated,95
92,324,772694,1,1,Self_Employed,150079,30843,1,Graduated,75
63,321,630277,0,0,Self_Employed,102086,170711,0,Non-Graduated,58
84,443,147462,0,1,Employed,101923,143911,0,Non-Graduated,43
51,395,336154,1,1,Employed,88468,123716,0,Non-Graduated,66
95,417,902939,0,2,Employed,41512,16107,1,Non-Graduated,45
52,416,113622,0,1,Employed,40265,156387,1,Non-Graduated,61
44,498,936309,0,2,Self_Employed,186387,168014,0,Graduated,87
46,429,696906,1,1,Employed,187558,189880,0,Non-Graduated,41
90,391,396545,1,1,Employed,159874,192247,1,Graduated,89
64,324,6045,1,1,Employed,182850,89671,1,Graduated,45
22,373,241946,1,2,Self_Employed,40720,141421,0,Graduated,94
80,339,249615,0,1,Self_Employed,20578,190605,0,Non-Graduated,93
48,337,660203,0,2,Self_Employed,137285,113206,0,Non-Graduated,96
26,499,668518,1,0,Self_Employed,19607,121413,0,Non-Graduated,44
76,453,804520,1,2,Self_Employed,53691,14202,1,Non-Graduated,45
87,486,346939,1,0,Employed,21635,92063,1,Graduated,70
34,317,859883,0,1,Employed,178069,162372,1,Non-Graduated,36
49,466,894581,1,0,Employed,144041,179910,0,Graduated,47
95,327,940690,0,1,Employed,100089,170604,0,Non-Graduated,78
53,482,206958,0,1,Employed,115486,185844,0,Graduated,89
22,427,508844,1,1,Employed,170152,43910,0,Non-Graduated,36
57,345,137740,0,2,Employed,25021,107615,0,Graduated,50
52,403,322672,1,2,Self_Employed,142194,195775,0,Graduated,94
25,441,306178,0,0,Employed,107875,65106,0,Graduated,96
61,363,112805,0,0,Self_Employed,99969,113924,0,Graduated,49
78,326,852741,1,2,Employed,158738,36561,1,Graduated,39
97,352,195146,0,2,Self_Employed,20133,115726,1,Graduated,51
48,320,823453,0,2,Self_Employed,27030,103713,0,Graduated,50
65,344,162499,1,0,Self_Employed,43595,128916,0,Graduated,34
26,394,639028,1,0,Employed,47354,165107,1,Non-Graduated,81
54,347,14148,1,2,Employed,102900,104423,0,Graduated,91
45,465,89933,0,1,Employed,74447,76555,1,Non-Graduated,65
77,311,254655,1,0,Employed,37091,137311,0,Non-Graduated,59
69,333,455731,1,1,Employed,178504,197081,1,Non-Graduated,47
62,402,109379,0,0,Employed,12574,169767,1,Graduated,98
42,401,197298,1,2,Self_Employed,70219,64793,1,Non-Graduated,55
58,379,445410,0,1,Employed,184209,181263,1,Non-Graduated,29
41,408,139313,0,2,Self_Employed,63493,89577,0,Graduated,80
53,371,260349,1,1,Self_Employed,40411,27573,0,Non-Graduated,55
35,314,528553,0,1,Employed,133553,172403,1,Graduated,57
54,448,176124,0,1,Self_Employed,39868,100968,0,Non-Graduated,33
83,372,623579,1,0,Employed,40874,134642,1,Non-Graduated,43
31,372,711105,0,1,Employed,190621,79726,0,Graduated,81
67,472,991492,0,1,Self_Employed,110738,71510,1,Graduated,78
18,419,246317,1,0,Employed,189300,147012,1,Non-Graduated,59
56,377,29398,1,0,Self_Employed,122494,68109,0,Non-Graduated,22
89,457,21575,1,1,Self_Employed,93625,186216,1,Non-Graduated,51
95,462,614032,0,1,Employed,68024,146509,1,Graduated,96
80,391,220583,1,1,Employed,18064,187874,0,Non-Graduated,35
38,308,928893,1,1,Self_Employed,20714,183544,1,Non-Graduated,86
36,495,632025,0,2,Self_Employed,79822,84719,1,Graduated,21
34,482,932332,0,0,Self_Employed,59295,77212,1,Graduated,34
74,474,71027,1,0,Employed,106811,53713,1,Graduated,40
68,428,433632,0,2,Employed,196113,16382,1,Graduated,22
63,373,683404,0,1,Employed,102693,142760,0,Graduated,20
57,330,624017,0,2,Self_Employed,78161,21741,1,Non-Graduated,82
81,323,791700,0,0,Employed,148332,122438,0,Graduated,54
44,433,636818,1,0,Employed,84395,67036,1,Non-Graduated,86
18,366,167431,1,1,Employed,122862,82237,0,Graduated,87
58,423,364307,0,2,Self_Employed,37627,134940,0,Graduated,33
45,417,325923,1,2,Self_Employed,187206,162128,0,Graduated,69
85,406,342760,1,0,Self_Employed,130533,197256,1,Graduated,44
46,350,534562,0,2,Self_Employed,152940,54798,0,Graduated,53
55,383,242088,1,2,Self_Employed,29124,110715,1,Graduated,38
44,490,766191,1,1,Self_Employed,30961,177134,0,Graduated,64
80,353,558157,0,1,Self_Employed,140810,79756,1,Graduated,54
72,414,278399,1,0,Self_Employed,146446,13113,0,Non-Graduated,36
72,300,507532,1,0,Employed,61094,21716,1,Graduated,31
83,395,425331,0,1,Employed,142024,178655,0,Graduated,85
90,312,779149,1,0,Employed,100726,129988,1,Graduated,20
35,418,400137,0,1,Employed,142263,59907,0,Non-Graduated,65
62,389,319764,0,1,Employed,198420,94392,1,Non-Graduated,22
25,305,271207,1,2,Self_Employed,17427,110328,0,Non-Graduated,70
49,441,10835,0,0,Self_Employed,185571,69807,1,Non-Graduated,94
50,444,730910,1,0,Self_Employed,131946,12429,0,Non-Graduated,60
27,428,796320,1,2,Employed,79047,108487,1,Graduated,35
52,469,833545,0,2,Employed,75846,190610,0,Graduated,67
85,426,960714,1,0,Self_Employed,63509,22129,0,Non-Graduated,65
91,414,922481,1,0,Self_Employed,35316,84821,1,Non-Graduated,50
36,322,220910,1,2,Employed,139592,112221,1,Graduated,59
51,302,738038,0,2,Self_Employed,132046,103276,1,Non-Graduated,36
55,322,225582,0,0,Self_Employed,84823,134247,1,Graduated,76
60,323,564793,0,2,Employed,135860,174885,1,Non-Graduated,25
20,361,907811,1,0,Employed,147250,130324,0,Non-Graduated,69
45,380,57786,1,0,Self_Employed,171825,50454,0,Graduated,83
90,366,606232,1,0,Self_Employed,68626,190350,0,Graduated,29
27,339,121964,0,1,Employed,40822,147773,0,Non-Graduated,78
69,440,241721,0,1,Employed,136332,38476,1,Non-Graduated,58
80,309,494089,0,2,Employed,42420,144496,0,Non-Graduated,100
64,471,827986,0,2,Employed,175470,40724,0,Graduated,48
19,492,185528,1,1,Employed,194514,172794,1,Non-Graduated,86
81,419,438668,1,2,Employed,167284,71288,1,Non-Graduated,69
43,427,247327,0,2,Self_Employed,117709,50891,1,Graduated,27
48,421,912829,0,2,Employed,178596,58554,1,Graduated,42
37,398,365999,1,2,Self_Employed,111464,154827,0,Graduated,95
36,374,689058,0,0,Self_Employed,113956,72509,1,Non-Graduated,63
71,346,944253,1,2,Employed,105592,175128,1,Non-Graduated,100
50,359,780232,0,2,Self_Employed,136998,69213,0,Non-Graduated,56
94,302,189831,1,2,Self_Employed,37141,134835,0,Graduated,28
84,373,302966,0,0,Employed,34625,18348,0,Non-Graduated,46
31,375,138006,1,2,Self_Employed,104716,26499,0,Graduated,86
40,358,769042,0,2,Employed,199795,143329,0,Non-Graduated,43
92,337,645856,1,2,Employed,18848,29891,0,Graduated,60
43,421,758595,0,0,Employed,191074,160104,0,Graduated,80
21,316,589068,1,2,Self_Employed,102088,185293,0,Graduated,81
94,352,47561,0,0,Self_Employed,168474,70396,1,Non-Graduated,81
100,496,818173,0,1,Employed,121566,63899,1,Graduated,97
90,392,417421,0,2,Employed,16889,14972,0,Non-Graduated,76
90,481,943454,1,2,Self_Employed,173151,74658,1,Graduated,49
24,407,991172,0,0,Employed,54635,159142,0,Graduated,39
21,388,901235,1,1,Employed,84268,142336,0,Graduated,90
98,363,813666,1,2,Employed,49574,133130,1,Graduated,72
45,359,713532,1,2,Employed,51846,185116,0,Non-Graduated,47
46,353,386818,1,2,Self_Employed,52136,37060,0,Graduated,78
30,462,606412,1,1,Employed,17909,55154,0,Graduated,56
60,436,99449,1,1,Self_Employed,71699,36175,0,Non-Graduated,75
54,486,649795,1,0,Employed,127586,115414,0,Non-Graduated,65
18,322,945968,1,1,Self_Employed,30800,195847,1,Non-Graduated,55
21,455,603487,1,1,Employed,182893,135369,1,Graduated,67
43,453,191640,0,0,Employed,64221,143861,0,Non-Graduated,69
63,452,750118,1,1,Employed,58249,64042,1,Non-Graduated,95
64,488,303588,1,1,Self_Employed,179220,71870,1,Graduated,22
26,445,732285,0,0,Self_Employed,173608,112828,0,Graduated,85
27,483,945683,1,1,Self_Employed,151988,12116,1,Non-Graduated,32
73,329,383958,0,0,Employed,38857,115412,0,Non-Graduated,71
47,416,989277,0,2,Self_Employed,23127,124175,0,Non-Graduated,79
69,350,778062,0,1,Self_Employed,189355,12807,1,Graduated,74
59,437,723694,0,1,Self_Employed,89622,12735,1,Non-Graduated,75
95,497,338803,0,1,Employed,151539,13919,0,Non-Graduated,30
40,450,766582,1,0,Employed,60819,27269,0,Non-Graduated,75
33,451,228339,1,1,Employed,39270,154505,1,Non-Graduated,99
39,361,478833,1,1,Self_Employed,38069,26555,0,Graduated,61
97,350,517786,1,0,Employed,167730,42229,0,Graduated,83
53,388,848555,0,2,Self_Employed,57326,149110,1,Graduated,56
48,310,398236,1,2,Self_Employed,11200,170117,0,Non-Graduated,89
33,488,556042,1,1,Self_Employed,154904,68323,0,Non-Graduated,65
77,405,191826,1,0,Employed,162869,179424,1,Graduated,60
80,343,707292,1,0,Self_Employed,194224,87593,0,Graduated,20
89,481,487672,0,0,Employed,18726,12948,0,Graduated,74
84,445,306237,1,2,Self_Employed,24100,139452,1,Graduated,23
98,358,435277,0,1,Self_Employed,164671,62538,0,Graduated,25
99,407,217904,0,1,Employed,48617,195783,1,Graduated,28
46,437,287852,0,2,Employed,44481,20863,1,Non-Graduated,70
65,465,747964,1,2,Self_Employed,156797,166581,1,Graduated,91
60,410,106068,0,0,Employed,66212,40658,1,Non-Graduated,41
34,497,433013,1,0,Employed,185940,173304,1,Graduated,47
70,374,46520,1,2,Self_Employed,141866,13217,0,Non-Graduated,28
46,449,7413,0,1,Employed,10393,127986,1,Non-Graduated,96
47,479,867999,1,1,Self_Employed,24868,92009,1,Non-Graduated,25
62,419,102681,1,2,Employed,87580,170776,1,Graduated,69
69,466,502987,1,0,Self_Employed,80318,57673,0,Graduated,93
52,451,699240,0,1,Self_Employed,37647,194466,1,Graduated,93
73,400,630930,0,1,Employed,146285,66160,0,Non-Graduated,88
21,496,221778,1,2,Employed,78371,169702,0,Non-Graduated,76
86,395,76576,0,1,Employed,19779,74480,1,Non-Graduated,26
71,373,275052,0,1,Self_Employed,81052,17220,1,Non-Graduated,75
26,465,506033,1,0,Employed,176631,72373,0,Graduated,73
79,464,446797,1,0,Self_Employed,71011,145925,0,Graduated,60
78,448,857107,1,0,Self_Employed,67355,142787,1,Graduated,61
41,394,176081,0,1,Employed,121451,79923,0,Non-Graduated,92
23,412,928832,1,2,Self_Employed,114206,142277,0,Non-Graduated,66
41,423,550142,0,2,Employed,65014,84576,1,Non-Graduated,37
51,332,871698,0,0,Employed,31297,24575,0,Graduated,73
71,325,68057,0,2,Employed,23599,162460,1,Graduated,76
24,344,175835,0,2,Employed,110558,62570,1,Non-Graduated,56
66,336,602187,0,2,Self_Employed,150093,82883,1,Graduated,98
23,461,405948,0,2,Self_Employed,197784,177460,1,Graduated,82
37,354,277787,0,1,Self_Employed,154018,155579,1,Graduated,87
25,349,499918,1,1,Self_Employed,114502,176573,1,Non-Graduated,79
59,356,679370,1,2,Employed,44289,193231,1,Graduated,55
94,369,839117,1,2,Employed,84825,122234,1,Non-Graduated,61
97,416,126030,1,2,Employed,107478,125730,0,Non-Graduated,75
63,410,759523,1,0,Employed,63222,186200,1,Non-Graduated,90
47,370,50753,0,2,Employed,100105,17958,1,Non-Graduated,58
31,459,591659,1,2,Self_Employed,197694,21704,1,Non-Graduated,37
29,413,664079,0,1,Self_Employed,96936,147439,0,Non-Graduated,88
90,482,368029,1,1,Self_Employed,93670,118885,0,Graduated,52
77,414,794914,0,0,Employed,169369,114442,0,Graduated,68
31,401,692483,0,2,Employed,134853,70488,0,Graduated,63
98,349,675650,1,1,Self_Employed,22053,63337,1,Non-Graduated,48
63,498,542160,0,1,Self_Employed,188165,44154,0,Non-Graduated,93
53,433,507915,1,2,Employed,55754,124604,0,Non-Graduated,72
71,440,775859,0,1,Employed,116536,36849,0,Graduated,69
21,395,686151,0,0,Employed,95824,81431,0,Non-Graduated,43
61,406,735320,1,2,Employed,175941,58775,0,Graduated,100
52,329,584558,1,1,Self_Employed,30650,129252,1,Graduated,89
60,330,556305,1,2,Employed,130929,40763,1,Non-Graduated,31
44,392,92296,1,2,Employed,81876,20165,1,Non-Graduated,57
46,429,577361,0,0,Self_Employed,19007,72290,0,Graduated,99
44,332,734646,1,0,Self_Employed,153100,120390,1,Graduated,39
29,494,279473,0,1,Self_Employed,161243,26003,0,Graduated,33
66,319,84324,0,0,Self_Employed,158794,37035,1,Graduated,40
22,490,636033,1,0,Self_Employed,125322,177902,1,Graduated,74
78,449,439926,0,0,Self_Employed,144998,169742,0,Non-Graduated,25
18,308,324720,0,2,Employed,192651,118730,1,Graduated,49
99,321,55771,0,2,Self_Employed,61863,154188,1,Non-Graduated,21
58,418,306813,1,0,Self_Employed,135672,42055,1,Graduated,27
29,383,17458,1,0,Employed,174893,21779,0,Non-Graduated,30
91,376,662748,0,2,Employed,19797,45048,0,Graduated,52
60,369,9113,0,1,Self_Employed,14812,27051,0,Non-Graduated,34
52,473,787340,0,2,Self_Employed,74300,152447,0,Graduated,37
71,412,693266,0,1,Employed,65647,53428,1,Graduated,71
33,402,940401,0,2,Self_Employed,30956,158366,1,Non-Graduated,85
59,378,119735,1,0,Self_Employed,22942,91582,1,Non-Graduated,31
97,426,327046,0,0,Self_Employed,19917,167068,0,Graduated,100
75,344,13005,1,0,Employed,122226,72789,0,Non-Graduated,27
34,397,605739,0,1,Self_Employed,55304,139735,1,Graduated,46
77,401,389228,1,2,Employed,157276,73350,0,Graduated,75
49,473,757805,1,2,Employed,62255,33533,0,Graduated,67
83,496,207746,0,1,Employed,77838,71230,0,Graduated,42
71,349,662168,1,1,Self_Employed,76882,48157,1,Graduated,34
91,443,312762,1,2,Employed,77174,138359,1,Non-Graduated,59
18,438,726604,0,2,Self_Employed,111581,26090,1,Non-Graduated,47
64,327,19347,1,0,Employed,128099,117184,1,Non-Graduated,30
65,428,168572,0,2,Employed,88799,52714,0,Non-Graduated,58
97,353,789181,1,0,Self_Employed,29974,63050,1,Graduated,80
27,332,512483,0,0,Self_Employed,170470,173134,1,Graduated,87
42,334,447444,0,2,Self_Employed,153414,73041,0,Non-Graduated,33
66,369,968073,1,2,Self_Employed,39552,194843,1,Non-Graduated,60
81,322,892954,1,1,Self_Employed,74748,181340,0,Graduated,61
89,421,301144,0,2,Employed,102681,185587,1,Graduated,50
73,402,701433,0,1,Self_Employed,145049,137067,1,Graduated,29
61,333,222038,0,2,Employed,28563,119742,0,Graduated,52
54,440,236051,0,1,Self_Employed,159037,30493,1,Non-Graduated,73
60,345,391361,0,2,Self_Employed,41376,93844,0,Graduated,76
31,318,474010,0,1,Self_Employed,193588,191042,0,Non-Graduated,47
31,383,633085,0,0,Self_Employed,81780,167562,1,Non-Graduated,54
92,413,68567,0,0,Self_Employed,97479,151219,0,Graduated,82
72,483,903087,1,0,Self_Employed,96128,106042,0,Graduated,82
65,400,32519,1,1,Employed,182685,116088,0,Graduated,75
81,408,820079,0,1,Employed,10789,151437,1,Graduated,20
84,403,705165,0,1,Employed,24793,54682,1,Non-Graduated,31
53,368,206339,0,0,Employed,174786,130003,0,Graduated,68
24,340,620824,1,0,Self_Employed,11300,30781,1,Non-Graduated,31
89,308,583779,0,0,Self_Employed,64223,155354,0,Graduated,30
91,306,773716,0,0,Self_Employed,78922,179458,1,Graduated,80
37,315,585917,1,1,Employed,74021,96845,0,Graduated,25
72,425,701494,0,2,Employed,18314,84356,1,Non-Graduated,81
57,307,450408,0,0,Self_Employed,171881,20892,1,Non-Graduated,29
77,362,217133,1,2,Employed,174228,92467,0,Graduated,85
58,352,771713,1,0,Self_Employed,121050,141130,1,Graduated,94
29,348,51861,1,0,Employed,173534,57246,1,Graduated,50
56,355,996947,0,2,Self_Employed,33551,183750,0,Graduated,41
57,445,645480,1,2,Employed,18883,60443,1,Non-Graduated,66
41,404,968325,0,1,Employed,197302,131931,1,Non-Graduated,52
98,331,332151,1,1,Self_Employed,36856,135543,1,Graduated,31
40,409,551853,1,2,Employed,172581,129086,1,Non-Graduated,90
93,494,360659,1,0,Employed,39192,140765,0,Non-Graduated,58
72,367,400547,0,2,Employed,138128,67619,1,Non-Graduated,85
35,458,64717,0,2,Employed,86373,100835,1,Non-Graduated,36
19,452,504873,1,2,Employed,81631,30510,1,Non-Graduated,43
83,453,337435,1,1,Self_Employed,18606,126972,1,Non-Graduated,68
68,436,64411,0,1,Employed,10981,16789,0,Graduated,86
82,314,63931,0,2,Employed,177029,129200,1,Non-Graduated,49
87,454,307942,0,2,Employed,62231,51356,1,Non-Graduated,49
89,450,349840,0,2,Employed,23935,123165,0,Graduated,98
86,317,82097,0,2,Employed,157336,89188,1,Non-Graduated,92
81,419,807447,0,0,Employed,119438,31060,0,Graduated,85
31,440,243927,0,0,Self_Employed,169964,71383,0,Non-Graduated,99
45,341,345565,1,2,Self_Employed,128655,170039,1,Non-Graduated,68
86,390,833426,0,0,Employed,187212,155684,0,Graduated,80
39,435,981367,1,1,Self_Employed,101773,187091,1,Non-Graduated,58
62,389,493621,0,2,Employed,72168,153536,1,Graduated,46
77,366,463215,0,2,Self_Employed,143318,77347,0,Graduated,66
65,496,889450,1,2,Self_Employed,105942,52700,1,Non-Graduated,77
63,481,95621,1,1,Self_Employed,199411,147584,0,Non-Graduated,72
45,419,740837,1,2,Self_Employed,16648,70335,0,Graduated,79
30,416,412516,1,0,Self_Employed,138674,144722,0,Non-Graduated,82
89,337,617704,0,1,Employed,48545,135002,0,Non-Graduated,29
59,336,902399,1,0,Self_Employed,104318,145338,1,Graduated,76
43,412,191469,0,0,Employed,22630,128051,1,Non-Graduated,34
27,498,254344,1,0,Employed,87646,38269,0,Graduated,80
93,457,687027,0,2,Self_Employed,54709,189844,1,Non-Graduated,69
90,476,20233,0,2,Employed,14842,85551,1,Non-Graduated,77
44,362,552,1,2,Self_Employed,26411,153648,1,Graduated,44
77,491,942326,0,0,Self_Employed,103338,178184,0,Non-Graduated,67
65,354,995678,0,1,Self_Employed,133423,44048,0,Graduated,91
28,334,369399,0,2,Employed,130114,135807,1,Non-Graduated,82
57,304,900930,1,1,Self_Employed,51955,45295,0,Non-Graduated,31
79,380,57667,1,0,Self_Employed,95537,48895,0,Non-Graduated,76
99,392,119429,0,0,Self_Employed,175825,116976,0,Non-Graduated,75
66,431,477082,1,1,Employed,115359,71853,1,Graduated,66
80,456,472411,1,1,Employed,140934,99444,1,Non-Graduated,21
88,443,705168,0,2,Self_Employed,108267,80519,0,Non-Graduated,50
34,380,487012,0,0,Employed,186588,74191,0,Graduated,38
21,395,279617,0,0,Employed,85125,77169,1,Non-Graduated,38
65,357,380239,0,2,Employed,98156,188082,1,Graduated,54
40,495,894855,0,1,Employed,143566,138540,1,Non-Graduated,42
40,426,101088,1,2,Employed,169088,98476,1,Graduated,59
64,420,391295,0,0,Self_Employed,192084,153251,0,Non-Graduated,62
23,424,295715,1,1,Self_Employed,23038,144551,1,Non-Graduated,83
70,434,88574,1,0,Self_Employed,189874,36920,0,Graduated,85
55,352,487322,0,1,Self_Employed,41019,49382,1,Non-Graduated,53
90,481,890702,1,1,Employed,87575,16322,1,Non-Graduated,32
76,435,28408,0,0,Employed,182852,67161,1,Non-Graduated,34
75,496,274504,1,0,Employed,109287,67641,1,Graduated,80
67,392,656069,0,2,Self_Employed,55679,85321,1,Non-Graduated,65
63,330,57961,0,0,Employed,81717,180707,0,Graduated,100
24,306,61173,1,2,Employed,71403,154796,0,Graduated,23
52,382,558179,0,2,Self_Employed,22002,109064,1,Graduated,49
91,371,385080,0,1,Employed,82126,86408,0,Non-Graduated,33
52,427,916054,1,1,Employed,137887,19277,0,Graduated,68
75,371,401524,1,1,Self_Employed,155445,77991,1,Non-Graduated,85
74,391,324938,0,2,Self_Employed,173325,10160,1,Non-Graduated,54
71,337,306130,1,0,Self_Employed,120136,97826,1,Non-Graduated,31
73,463,230183,0,2,Employed,16548,13078,1,Graduated,48
78,464,510205,1,0,Self_Employed,102452,47735,1,Graduated,22
40,460,994998,1,0,Self_Employed,84451,18863,1,Graduated,35
91,493,684014,1,1,Employed,92492,21042,0,Non-Graduated,67
18,384,162738,0,0,Self_Employed,61740,149119,1,Graduated,83
80,363,449,1,0,Self_Employed,171018,131609,0,Graduated,89
79,339,246522,0,2,Employed,199131,134928,0,Non-Graduated,67
90,365,813532,1,2,Self_Employed,146086,199934,1,Non-Graduated,98
60,345,550146,1,0,Employed,179850,21761,1,Graduated,53
94,388,831791,1,2,Employed,76608,46310,0,Non-Graduated,54
41,497,563385,0,2,Employed,188205,57862,0,Non-Graduated,35
49,302,711623,0,1,Self_Employed,123950,85663,0,Graduated,97
86,380,117669,0,2,Employed,156822,112645,1,Non-Graduated,58
24,405,546917,1,1,Employed,52291,145597,1,Graduated,52
60,433,179962,1,2,Employed,125792,199168,0,Non-Graduated,43
100,458,476174,0,1,Self_Employed,143256,175288,1,Non-Graduated,68
62,337,328061,0,1,Employed,86261,157748,0,Graduated,69
69,445,238326,1,2,Employed,179216,13934,1,Graduated,69
21,337,53162,1,2,Self_Employed,77835,31109,0,Graduated,78
29,489,636397,1,1,Self_Employed,85751,115613,0,Non-Graduated,29
35,417,602615,1,0,Employed,134563,72961,0,Graduated,70
82,366,984067,1,1,Employed,178168,197956,0,Graduated,91
61,358,466795,0,1,Employed,153293,59174,1,Graduated,52
54,457,347219,0,0,Employed,138267,115081,1,Non-Graduated,36
19,455,515459,1,2,Self_Employed,138481,104364,1,Non-Graduated,37
74,476,753382,1,0,Self_Employed,61709,42099,1,Non-Graduated,46
95,470,635715,1,1,Self_Employed,167416,185616,0,Non-Graduated,36
49,317,240941,1,2,Self_Employed,93604,117249,0,Non-Graduated,72
18,318,714563,1,1,Employed,122583,110124,0,Non-Graduated,45
65,347,993968,1,2,Self_Employed,199972,184486,1,Non-Graduated,94
91,436,671673,0,0,Employed,84534,146409,0,Graduated,30
68,426,535352,0,0,Employed,102339,40303,1,Non-Graduated,34
100,488,424485,1,1,Self_Employed,168942,174656,1,Graduated,26
59,432,178560,0,1,Self_Employed,119596,191957,1,Graduated,59
93,405,711657,0,2,Self_Employed,43841,31668,0,Non-Graduated,25
91,335,210836,1,0,Employed,199327,180830,1,Non-Graduated,87
43,400,361293,1,1,Self_Employed,23479,20612,0,Graduated,24
68,381,384936,1,0,Employed,29210,77055,1,Non-Graduated,61
55,470,1805,0,0,Employed,82323,36068,1,Graduated,32
36,332,562173,0,2,Self_Employed,142140,79264,0,Non-Graduated,64
52,368,975910,0,1,Self_Employed,194833,23898,1,Non-Graduated,85
31,354,891605,1,0,Self_Employed,44274,114431,1,Graduated,64
21,450,18236,0,0,Self_Employed,98434,169253,1,Graduated,89
49,421,386397,0,0,Self_Employed,48100,153644,0,Graduated,63
59,383,721424,1,1,Self_Employed,185456,13183,0,Non-Graduated,37
87,363,268640,0,0,Self_Employed,135802,92632,1,Non-Graduated,84
64,366,294575,0,2,Self_Employed,63858,189450,0,Non-Graduated,98
53,390,761435,1,2,Self_Employed,56716,31205,1,Non-Graduated,56
18,316,21052,1,1,Self_Employed,145890,42114,1,Non-Graduated,79
52,382,419616,1,0,Employed,78721,184973,0,Graduated,33
89,398,152546,1,1,Self_Employed,88573,78230,1,Graduated,21
81,476,247129,0,0,Self_Employed,22306,103884,0,Graduated,79
35,330,676784,0,0,Self_Employed,182882,16940,1,Non-Graduated,77
95,357,902712,1,0,Employed,133710,44297,0,Non-Graduated,87
96,439,142680,0,2,Employed,43189,119321,0,Non-Graduated,99
26,455,378965,0,2,Employed,100003,95622,0,Non-Graduated,68
92,401,950459,0,1,Employed,91622,29589,1,Non-Graduated,77
88,483,337754,1,2,Self_Employed,17002,141257,0,Graduated,83
85,468,942790,1,1,Employed,153226,70985,0,Graduated,84
81,406,133415,1,2,Self_Employed,127886,105125,1,Non-Graduated,57
41,457,937313,0,2,Self_Employed,162345,38357,0,Graduated,32
48,440,845110,1,1,Employed,38628,59105,1,Graduated,92
79,315,456208,1,1,Employed,138340,65457,1,Non-Graduated,67
60,395,950995,0,0,Employed,39606,177059,0,Non-Graduated,53
57,412,495104,1,1,Employed,43269,89978,1,Non-Graduated,53
31,452,14465,0,1,Self_Employed,21627,28198,1,Non-Graduated,51
95,311,882380,0,0,Self_Employed,50212,44228,0,Non-Graduated,39
47,425,347562,1,2,Self_Employed,17160,197297,1,Graduated,83
92,452,364848,1,1,Self_Employed,91743,151653,1,Non-Graduated,42
78,499,422115,0,1,Self_Employed,119367,28952,1,Non-Graduated,50
90,441,975597,0,1,Employed,24421,188291,1,Graduated,49
44,319,754875,1,2,Self_Employed,104438,92229,0,Graduated,56
45,489,853226,1,0,Self_Employed,190220,146249,0,Graduated,67
87,420,462467,1,2,Employed,18735,152440,0,Graduated,98
53,444,423411,1,0,Self_Employed,149923,71227,0,Graduated,92
97,371,89170,0,2,Self_Employed,123576,81043,0,Non-Graduated,67
19,310,170901,1,1,Employed,180713,76411,1,Graduated,57
81,442,716165,1,2,Employed,131671,161031,1,Graduated,26
73,482,501498,1,1,Self_Employed,192346,154584,0,Non-Graduated,96
65,486,870139,0,1,Self_Employed,149664,193145,1,Graduated,59
91,356,458155,1,2,Employed,65639,67742,1,Graduated,30
35,474,85204,0,2,Self_Employed,176065,97425,0,Graduated,96
87,449,806933,0,0,Employed,112589,198436,1,Graduated,67
62,364,463994,1,1,Self_Employed,103801,87851,0,Non-Graduated,58
85,489,281331,1,2,Self_Employed,183652,193967,1,Non-Graduated,30
37,404,54325,1,0,Employed,181809,191641,0,Graduated,72
31,415,77480,0,1,Employed,150367,140425,0,Graduated,100
69,373,213905,0,0,Employed,179238,130860,0,Graduated,26
85,395,189318,1,0,Employed,26500,196636,1,Non-Graduated,32
79,330,150338,0,0,Employed,109264,24839,1,Graduated,80
29,365,645156,0,0,Self_Employed,151111,183545,1,Non-Graduated,86
41,468,45513,1,2,Self_Employed,11635,118782,1,Non-Graduated,93
30,378,781925,1,1,Employed,139584,16582,0,Non-Graduated,86
87,301,935197,1,1,Self_Employed,78145,160087,0,Graduated,97
21,315,283194,1,2,Self_Employed,190675,165119,0,Graduated,100
32,312,99358,0,1,Self_Employed,166843,104519,1,Graduated,40
87,316,157659,1,1,Employed,55429,194684,0,Non-Graduated,37
94,379,237632,1,1,Self_Employed,199205,93605,1,Non-Graduated,22
35,496,919895,1,2,Self_Employed,124720,151726,1,Graduated,31
100,349,191151,1,0,Self_Employed,115713,185469,0,Non-Graduated,97
87,494,32839,0,0,Self_Employed,38567,166888,0,Graduated,64
88,326,510938,0,2,Self_Employed,139711,65094,0,Graduated,52
93,386,935741,1,0,Employed,86994,95684,0,Graduated,94
41,477,826874,1,1,Self_Employed,164339,124842,0,Non-Graduated,52
